source_table,source_column,target_table_pred,target_table_column_pred,n_shots
Claim,NCH_BENE_MDCR_BNFTS_EXHTD_DT_I,observation,observation_date,6
Claim,NCH_BENE_DSCHRG_DT,visit_occurrence,visit_end_date,6
Claim,CLM_DRG_CD,procedure_occurrence,procedure_source_value,6
Claim,CLM_DRG_OUTLIER_STAY_CD,claim,CLM_DRG_OUTLIER_STAY_CD,6
Claim,NCH_DRG_OUTLIER_APRVD_PMT_AMT,cost,paid_amount,6
Claim,ADMTG_DGNS_CD,condition_occurrence,condition_source_value,6
Claim,ADMTG_DGNS_VRSN_CD,condition_occurrence,condition_version_concept_id,6
Claim,PRNCPAL_DGNS_CD,condition_occurrence,condition_source_value,6
Claim,PRNCPAL_DGNS_VRSN_CD,Claim,PRNCPAL_DGNS_VRSN_CD,6
Claim,ICD_DGNS_CD1,condition_occurrence,condition_source_value,6
Claim,ICD_DGNS_VRSN_CD1,condition_occurrence,condition_source_concept_id,6
Claim,CLM_POA_IND_SW1,condition_occurrence,condition_status_source_value,6
Claim,ICD_DGNS_CD2,condition_occurrence,condition_source_value,6
Claim,ICD_DGNS_VRSN_CD2,Claim,ICD_DGNS_VRSN_CD2,6
Claim,CLM_POA_IND_SW2,observation,observation_source_value,6
Claim,ICD_DGNS_CD3,condition_occurrence,condition_source_value,6
Claim,ICD_DGNS_VRSN_CD3,condition_occurrence,condition_source_concept_id,6
Claim,CLM_POA_IND_SW3,observation,observation_source_value,6
Inpatient Visit Claims,Z_PATID,visit_occurrence,person_id,6
Inpatient Visit Claims,Z_CLMID,visit_occurrence,visit_occurrence_id,6
Inpatient Visit Claims,CLMSEQ,visit_occurrence,visit_occurrence_id,6
Inpatient Visit Claims,YR,visit_occurrence,visit_start_date,6
Inpatient Visit Claims,MNTH,visit_occurrence,visit_start_date,6
Inpatient Visit Claims,CLM_FRM_TYP,visit_occurrence,visit_type_concept_id,6
Inpatient Visit Claims,TOB,visit_occurrence,visit_source_value,6
Inpatient Visit Claims,FST_DT,visit_occurrence,visit_start_date,6
Inpatient Visit Claims,LST_DT,visit_occurrence,visit_end_date,6
Inpatient Visit Claims,FST_ADMTDT,visit_occurrence,visit_start_date,6
Inpatient Visit Claims,LAST_DISCHDT,visit_occurrence,visit_end_date,6
Inpatient Visit Claims,Z_ADMIT_ID,visit_occurrence,visit_occurrence_id,6
Inpatient Visit Claims,ADMIT_SRC,visit_occurrence,admitting_source_concept_id,6
Inpatient Visit Claims,ADMIT_TYPE,visit_occurrence,admitting_source_concept_id,6
Inpatient Visit Claims,MDC,observation,value_as_string,6
Inpatient Visit Claims,PAID_DT,visit_occurrence,visit_end_date,6
Inpatient Visit Claims,AMT_NET_PAID,cost,paid_copay,6
Inpatient Visit Claims,COINS,visit_occurrence,coinsurance,6
Inpatient Visit Claims,COPAY,cost,paid_copay,6
Inpatient Visit Claims,DEDUCT,cost,payer_plan_period_id,6
Inpatient Visit Claims,CALC_ALLWD,cost,total_charge,6
Inpatient Visit Claims,TOT_MEM_CS,visit_occurrence,visit_cost,6
Inpatient Visit Claims,UNITS,procedure_occurrence,quantity,6
Inpatient Visit Claims,DIAG1,condition_occurrence,condition_source_value,6
Inpatient Visit Claims,DIAG2,condition_occurrence,condition_concept_id,6
Inpatient Visit Claims,DIAG3,Inpatient Visit Claims,DIAG3,6
Inpatient Visit Claims,ICD10_CM1-10,condition_occurrence,condition_source_value,6
Inpatient Visit Claims,POA1-10,visit_occurrence,visit_detail_concept_id,6
Inpatient Visit Claims,DRG,visit_occurrence,drg_concept_id,6
Inpatient Visit Claims,DSTATUS,visit_occurrence,discharge_to_concept_id,6
Inpatient Visit Claims,PROC_CD,procedure_occurrence,procedure_source_value,6
Inpatient Visit Claims,PROC1,procedure_occurrence,procedure_source_value,6
Inpatient Visit Claims,PROC2,procedure_occurrence,procedure_concept_id,6
Inpatient Visit Claims,PROC3,procedure_occurrence,procedure_concept_id,6
Inpatient Visit Claims,PROCMOD,procedure_occurrence,modifier_concept_id,6
Inpatient Visit Claims,RVNU_CD,procedure_occurrence,procedure_source_value,6
Inpatient Visit Claims,POS,visit_occurrence,place_of_service_concept_id,6
Inpatient Visit Claims,HNPI,provider,provider_source_value,6
Inpatient Visit Claims,HNPI_BE,provider,provider_source_value,6
Inpatient Visit Claims,entity,visit_occurrence,visit_concept_id,6
Inpatient Visit Claims,PROVCAT,visit_occurrence,provider_id,6
Inpatient Visit Claims,PROV_ZIP_5_CD,provider,provider_zip,6
Inpatient Visit Claims,PROV_CBSA_CD,provider,provider_zip,6
Inpatient Visit Claims,PROV_STATE,location,state,6
Inpatient Visit Claims,NTWRK_IND,payer_plan_period,network_id,6
Inpatient Visit Claims,PRIMARY_COV_IND,payer_plan_period,primary_plan,6
Inpatient Visit Claims,HCCI_HL_CAT,visit_occurrence,visit_type_concept_id,6
Inpatient Visit Claims,HCCI_DET_CAT,visit_detail,visit_detail_source_value,6
Inpatient Visit Claims,OVER65_FLAG,observation,value_as_concept_id,6
Outpatient Visit Claims,Z_PATID,visit_occurrence,person_id,6
Outpatient Visit Claims,Z_CLMID,visit_occurrence,visit_occurrence_id,6
Outpatient Visit Claims,CLMSEQ,visit_occurrence,visit_occurrence_id,6
Outpatient Visit Claims,YR,visit_occurrence,visit_start_date,6
Outpatient Visit Claims,MNTH,visit_occurrence,visit_start_date,6
Outpatient Visit Claims,CLM_FRM_TYP,visit_occurrence,visit_source_value,6
Outpatient Visit Claims,TOB,visit_occurrence,visit_source_value,6
Outpatient Visit Claims,FST_DT,visit_occurrence,visit_start_date,6
Outpatient Visit Claims,LST_DT,visit_occurrence,visit_end_date,6
Outpatient Visit Claims,CLM_FST_DT,visit_occurrence,visit_start_date,6
Outpatient Visit Claims,Z_VISITID,visit_occurrence,visit_occurrence_id,6
Outpatient Visit Claims,PAID_DT,visit_occurrence,visit_end_date,6
Outpatient Visit Claims,AMT_NET_PAID,cost,paid,6
Outpatient Visit Claims,COINS,cost,coinsurance,6
Outpatient Visit Claims,COPAY,cost,paid_copay,6
Outpatient Visit Claims,DEDUCT,cost,paid_patient_copay,6
Outpatient Visit Claims,CALC_ALLWD,cost,total_charge,6
Outpatient Visit Claims,TOT_MEM_CS,visit_occurrence,visit_cost,6
Outpatient Visit Claims,UNITS,measurement,value_as_number,6
Outpatient Visit Claims,DIAG1,Outpatient Visit Claims,DIAG1,6
Outpatient Visit Claims,DIAG2,condition_occurrence,condition_source_value,6
Outpatient Visit Claims,DIAG3,condition_occurrence,condition_source_value,6
Outpatient Visit Claims,ICD10_CM1-10,condition_occurrence,condition_source_value,6
Outpatient Visit Claims,POA1-10,condition_occurrence,condition_status_source_value,6
Outpatient Visit Claims,DRG,visit_occurrence,preceding_visit_occurrence_id,6
Outpatient Visit Claims,DSTATUS,visit_occurrence,discharge_to_concept_id,6
Outpatient Visit Claims,PROC_CD,procedure_occurrence,procedure_source_value,6
Outpatient Visit Claims,PROC1,procedure_occurrence,procedure_concept_id,6
Outpatient Visit Claims,PROC2,procedure_occurrence,procedure_concept_id,6
Outpatient Visit Claims,PROC3,procedure_occurrence,procedure_concept_id,6
Outpatient Visit Claims,PROCMOD,procedure_occurrence,modifier_concept_id,6
Outpatient Visit Claims,ICD10_PCS1-10,procedure_occurrence,procedure_source_value,6
Outpatient Visit Claims,RVNU_CD,revenue_code,revenue_code_source_value,6
Outpatient Visit Claims,POS,visit_occurrence,visit_source_value,6
Outpatient Visit Claims,HNPI,provider,npi,6
Outpatient Visit Claims,HNPI_BE,provider,provider_npi,6
Outpatient Visit Claims,PROVCAT,visit_occurrence,visit_source_value,6
Outpatient Visit Claims,PROV_ZIP_5_CD,location,zip,6
Outpatient Visit Claims,PROV_CBSA_CD,provider,provider_source_value,6
Outpatient Visit Claims,PROV_STATE,location,state,6
Outpatient Visit Claims,NTWRK_IND,visit_occurrence,visit_type_concept_id,6
Outpatient Visit Claims,PRIMARY_COV_IND,visit_occurrence,visit_type_concept_id,6
Outpatient Visit Claims,HCCI_HL_CAT,visit_occurrence,visit_type_concept_id,6
Outpatient Visit Claims,HCCI_DET_CAT,visit_detail,discharge_to_source_value,6
Outpatient Visit Claims,OVER65_FLAG,observation,value_as_concept_id,6
Pharmacy Claims,Z_PATID,drug_exposure,person_id,6
Pharmacy Claims,Z_CLMID,drug_exposure,drug_exposure_id,6
Pharmacy Claims,YR,drug_exposure,drug_exposure_start_date,6
Pharmacy Claims,MNTH,drug_exposure,drug_exposure_start_date,6
Pharmacy Claims,YRMNTH_PD,drug_exposure,drug_exposure_start_date,6
Pharmacy Claims,FILL_DT,drug_exposure,drug_exposure_start_date,6
Pharmacy Claims,CHK_DT,drug_exposure,drug_exposure_start_date,6
Pharmacy Claims,AMT_NET_PAID,drug_exposure,paid_amount,6
Pharmacy Claims,COPAY,cost,paid_patient_copay,6
Pharmacy Claims,COINS,drug_exposure,coinsurance,6
Pharmacy Claims,DEDUCT,cost,paid_patient_copay,6
Pharmacy Claims,CALC_ALLWD,drug_exposure,amount,6
Pharmacy Claims,TOT_MEM_CS,drug_exposure,quantity,6
Pharmacy Claims,DISPFEE,drug_exposure,dispense_fee,6
Pharmacy Claims,QUANTITY,drug_exposure,quantity,6
Pharmacy Claims,HNPI,drug_exposure,provider_id,6
Pharmacy Claims,DAW,drug_exposure,daw_source_value,6
Pharmacy Claims,DAYS_SUP,drug_exposure,days_supply,6
Pharmacy Claims,SCRIPTS,drug_exposure,prescription_source_value,6
Pharmacy Claims,NDC,drug_exposure,drug_source_value,6
Pharmacy Claims,SPCLT_IND,provider,specialty_concept_id,6
Pharmacy Claims,HCCI_HL_CAT,drug_exposure,drug_type_concept_id,6
Pharmacy Claims,HCCI_DET_CAT,drug_exposure,drug_type_concept_id,6
Pharmacy Claims,OVER65_FLAG,observation,value_as_concept_id,6
ADMISSIONS,SUBJECT_ID,visit_occurrence,person_id,7
ADMISSIONS,HADM_ID,visit_occurrence,visit_occurrence_id,7
ADMISSIONS,ADMITTIME,visit_occurrence,visit_start_datetime,7
ADMISSIONS,DISCHTIME,visit_occurrence,visit_end_datetime,7
ADMISSIONS,DEATHTIME,death,death_datetime,7
ADMISSIONS,ADMISSION_TYPE,visit_occurrence,admitting_source_concept_id,7
ADMISSIONS,ADMISSION_LOCATION,visit_occurrence,admitting_source_concept_id,7
ADMISSIONS,DISCHARGE_LOCATION,visit_occurrence,discharge_to_concept_id,7
ADMISSIONS,INSURANCE,visit_occurrence,payer_source_value,7
ADMISSIONS,LANGUAGE,person,language_source_value,7
ADMISSIONS,RELIGION,person,religion_concept_id,7
ADMISSIONS,MARITAL_STATUS,person,marital_status_concept_id,7
ADMISSIONS,ETHNICITY,person,ethnicity_concept_id,7
ADMISSIONS,EDREGTIME,visit_occurrence,visit_start_datetime,7
ADMISSIONS,EDOUTTIME,visit_occurrence,visit_end_datetime,7
ADMISSIONS,DIAGNOSIS,condition_occurrence,condition_source_value,7
ADMISSIONS,HOSPITAL_EXPIRE_FLAG,visit_occurrence,discharge_to_concept_id,7
ADMISSIONS,HAS_CHARTEVENTS_DATA,visit_detail,visit_detail_source_value,7
CALLOUT,SUBJECT_ID,condition_occurrence,person_id,7
CALLOUT,HADM_ID,callout,hadm_id,7
CALLOUT,SUBMIT_WARDID,visit_detail,care_site_id,7
CALLOUT,SUBMIT_CAREUNIT,callout,submit_careunit,7
CALLOUT,CURR_WARDID,location,location_source_value,7
CALLOUT,CURR_CAREUNIT,care_site,care_site_name,7
CALLOUT,CALLOUT_WARDID,visit_occurrence,care_site_id,7
CALLOUT,CALLOUT_SERVICE,visit_detail,visit_detail_concept_id,7
CALLOUT,REQUEST_TELE,callout,request_tele,7
CALLOUT,REQUEST_RESP,note,note_text,7
CALLOUT,REQUEST_CDIFF,measurement,value_source_value,7
CALLOUT,REQUEST_MRSA,callout,request_mrsa,7
CALLOUT,REQUEST_VRE,visit_detail,visit_detail_source_value,7
CALLOUT,CALLOUT_STATUS,note,note_class_concept_id,7
CALLOUT,CALLOUT_OUTCOME,callout,callout_outcome,7
CALLOUT,DISCHARGE_WARDID,visit_occurrence,discharge_to_concept_id,7
CALLOUT,ACKNOWLEDGE_STATUS,callout,acknowledge_status,7
CALLOUT,CREATETIME,visit_occurrence,visit_start_datetime,7
CALLOUT,UPDATETIME,visit_detail,visit_detail_end_datetime,7
CALLOUT,ACKNOWLEDGETIME,callout,acknowledgetime,7
CALLOUT,OUTCOMETIME,visit_detail,visit_detail_end_datetime,7
CALLOUT,FIRSTRESERVATIONTIME,callout,firstreservationtime,7
CALLOUT,CURRENTRESERVATIONTIME,callout,currentreservationtime,7
CAREGIVERS,CGID,care_site,care_site_id,7
CAREGIVERS,LABEL,care_site,care_site_name,7
CAREGIVERS,DESCRIPTION,CAREGIVERS,DESCRIPTION,7
CHARTEVENTS,SUBJECT_ID,measurement,person_id,7
CHARTEVENTS,HADM_ID,measurement,visit_occurrence_id,7
CHARTEVENTS,ICUSTAY_ID,visit_detail,visit_detail_id,7
CHARTEVENTS,ITEMID,measurement,measurement_concept_id,7
CHARTEVENTS,CHARTTIME,observation,observation_datetime,7
CHARTEVENTS,STORETIME,observation,observation_datetime,7
CHARTEVENTS,CGID,chartevents,cgid,7
CHARTEVENTS,VALUE,measurement,value_as_number,7
CHARTEVENTS,VALUENUM,measurement,value_as_number,7
CHARTEVENTS,VALUEUOM,measurement,unit_source_value,7
CHARTEVENTS,WARNING,note,note_text,7
CHARTEVENTS,ERROR,measurement,value_source_value,7
CHARTEVENTS,RESULTSTATUS,measurement,result_status,7
CHARTEVENTS,STOPPED,note,note_datetime,7
CPTEVENTS,SUBJECT_ID,procedure_occurrence,person_id,7
CPTEVENTS,HADM_ID,visit_occurrence,visit_occurrence_id,7
CPTEVENTS,COSTCENTER,procedure_occurrence,cost,7
CPTEVENTS,CHARTDATE,procedure_occurrence,procedure_date,7
CPTEVENTS,CPT_CD,procedure_occurrence,procedure_concept_id,7
CPTEVENTS,CPT_NUMBER,procedure_occurrence,procedure_source_value,7
CPTEVENTS,CPT_SUFFIX,procedure_occurrence,modifier_concept_id,7
CPTEVENTS,TICKET_ID_SEQ,procedure_occurrence,procedure_occurrence_id,7
CPTEVENTS,SECTIONHEADER,note,note_class_source_value,7
CPTEVENTS,SUBSECTIONHEADER,note,note_title,7
CPTEVENTS,DESCRIPTION,CPTEVENTS,DESCRIPTION,7
D_CPT,CATEGORY,concept,concept_class_id,7
D_CPT,SECTIONRANGE,procedure_occurrence,procedure_concept_id,7
D_CPT,SECTIONHEADER,concept,concept_name,7
D_CPT,SUBSECTIONRANGE,concept,concept_code,7
D_CPT,SUBSECTIONHEADER,concept,concept_name,7
D_CPT,CODESUFFIX,procedure_occurrence,modifier_source_value,7
D_CPT,MINCODEINSUBSECTION,concept,concept_code,7
D_CPT,MAXCODEINSUBSECTION,concept,concept_code,7
D_ICD_DIAGNOSES,ICD9_CODE,concept,vocabulary_id,7
D_ICD_DIAGNOSES,SHORT_TITLE,concept,concept_name,7
D_ICD_DIAGNOSES,LONG_TITLE,concept,concept_name,7
D_ICD_PROCEDURES,ICD9_CODE,procedure_occurrence,procedure_source_value,7
D_ICD_PROCEDURES,SHORT_TITLE,concept,concept_class_id,7
D_ICD_PROCEDURES,LONG_TITLE,procedure_occurrence,procedure_concept_id,7
d_items,ITEMID,concept,concept_id,7
d_items,LABEL,concept,concept_name,7
d_items,ABBREVIATION,concept,concept_code,7
d_items,DBSOURCE,concept,vocabulary_id,7
d_items,LINKSTO,concept,concept_class_id,7
d_items,CATEGORY,concept,concept_class_id,7
d_items,UNITNAME,measurement,unit_source_value,7
d_items,PARAM_TYPE,d_items,PARAM_TYPE,7
d_items,CONCEPTID,concept,concept_id,7
D_LABITEMS,ITEMID,measurement,measurement_concept_id,7
D_LABITEMS,LABEL,concept,concept_name,7
D_LABITEMS,FLUID,measurement,measurement_type_concept_id,7
D_LABITEMS,CATEGORY,measurement,measurement_type_concept_id,7
D_LABITEMS,LOINC_CODE,measurement,measurement_concept_id,7
DATETIMEEVENTS,SUBJECT_ID,visit_occurrence,person_id,7
DATETIMEEVENTS,HADM_ID,DATETIMEEVENTS,HADM_ID,7
DATETIMEEVENTS,ICUSTAY_ID,visit_detail,visit_detail_id,7
DATETIMEEVENTS,ITEMID,observation,observation_concept_id,7
DATETIMEEVENTS,CHARTTIME,observation,observation_datetime,7
DATETIMEEVENTS,STORETIME,observation,observation_datetime,7
DATETIMEEVENTS,CGID,DATETIMEEVENTS,CGID,7
DATETIMEEVENTS,VALUE,observation,value_as_string,7
DATETIMEEVENTS,VALUEUOM,measurement,unit_concept_id,7
DATETIMEEVENTS,WARNING,observation,observation_concept_id,7
DATETIMEEVENTS,ERROR,fact_relationship,relationship_concept_id,7
DATETIMEEVENTS,RESULTSTATUS,measurement,value_source_value,7
DATETIMEEVENTS,STOPPED,drug_exposure,drug_exposure_end_datetime,7
DIAGNOSES_ICD,SUBJECT_ID,condition_occurrence,person_id,7
DIAGNOSES_ICD,HADM_ID,visit_detail,visit_occurrence_id,7
DIAGNOSES_ICD,SEQ_NUM,condition_occurrence,condition_occurrence_id,7
DIAGNOSES_ICD,ICD9_CODE,condition_occurrence,condition_source_value,7
DRGCODES,SUBJECT_ID,person,person_id,7
DRGCODES,HADM_ID,visit_occurrence,visit_occurrence_id,7
DRGCODES,DRG_TYPE,drgcodes,drg_type,7
DRGCODES,DRG_CODE,procedure_occurrence,procedure_source_value,7
DRGCODES,DESCRIPTION,concept,concept_name,7
DRGCODES,DRG_SEVERITY,observation,value_as_concept_id,7
DRGCODES,DRG_MORTALITY,observation,value_as_number,7
ICUSTAYS,SUBJECT_ID,visit_detail,person_id,7
ICUSTAYS,HADM_ID,visit_occurrence,visit_occurrence_id,7
ICUSTAYS,ICUSTAY_ID,visit_detail,visit_detail_id,7
ICUSTAYS,DBSOURCE,ICUSTAYS,DBSOURCE,7
ICUSTAYS,FIRST_CAREUNIT,icustays,first_careunit,7
ICUSTAYS,LAST_CAREUNIT,visit_detail,care_site_id,7
ICUSTAYS,FIRST_WARDID,visit_detail,care_site_id,7
ICUSTAYS,LAST_WARDID,visit_detail,care_site_id,7
ICUSTAYS,INTIME,visit_occurrence,visit_start_datetime,7
ICUSTAYS,OUTTIME,visit_detail,visit_end_datetime,7
ICUSTAYS,LOS,visit_detail,visit_detail_length_of_stay,7
INPUTEVENTS_CV,SUBJECT_ID,person,person_id,7
INPUTEVENTS_CV,HADM_ID,visit_occurrence,visit_occurrence_id,7
INPUTEVENTS_CV,ICUSTAY_ID,inputevents_cv,icustay_id,7
INPUTEVENTS_CV,CHARTTIME,drug_exposure,drug_exposure_start_datetime,7
INPUTEVENTS_CV,ITEMID,INPUTEVENTS_CV,ITEMID,7
INPUTEVENTS_CV,AMOUNT,drug_exposure,quantity,7
INPUTEVENTS_CV,AMOUNTUOM,drug_exposure,dose_unit_source_value,7
INPUTEVENTS_CV,RATE,drug_exposure,dose_unit_source_value,7
INPUTEVENTS_CV,RATEUOM,measurement,unit_source_value,7
INPUTEVENTS_CV,STORETIME,drug_exposure,drug_exposure_start_datetime,7
INPUTEVENTS_CV,CGID,drug_exposure,provider_id,7
INPUTEVENTS_CV,ORDERID,drug_exposure,drug_order_id,7
INPUTEVENTS_CV,LINKORDERID,drug_exposure,drug_exposure_id,7
INPUTEVENTS_CV,STOPPED,drug_exposure,drug_exposure_end_datetime,7
INPUTEVENTS_CV,NEWBOTTLE,inputevents_cv,newbottle,7
INPUTEVENTS_CV,ORIGINALAMOUNT,drug_exposure,quantity,7
INPUTEVENTS_CV,ORIGINALAMOUNTUOM,drug_exposure,quantity_unit_source_value,7
INPUTEVENTS_CV,ORIGINALROUTE,drug_exposure,route_source_value,7
INPUTEVENTS_CV,ORIGINALRATE,drug_exposure,dose_unit_source_value,7
INPUTEVENTS_CV,ORIGINALRATEUOM,measurement,unit_source_value,7
INPUTEVENTS_CV,ORIGINALSITE,procedure_occurrence,procedure_source_value,7
LABEVENTS,SUBJECT_ID,measurement,person_id,7
LABEVENTS,HADM_ID,measurement,visit_occurrence_id,7
LABEVENTS,ITEMID,labevents,itemid,7
LABEVENTS,CHARTTIME,measurement,measurement_datetime,7
LABEVENTS,VALUE,measurement,value_as_number,7
LABEVENTS,VALUENUM,measurement,value_as_number,7
LABEVENTS,VALUEUOM,measurement,unit_concept_id,7
LABEVENTS,FLAG,LABEVENTS,FLAG,7
MICROBIOLOGYEVEN,SUBJECT_ID,specimen,person_id,7
MICROBIOLOGYEVEN,HADM_ID,procedure_occurrence,visit_occurrence_id,7
MICROBIOLOGYEVEN,CHARTDATE,measurement,measurement_date,7
MICROBIOLOGYEVEN,CHARTTIME,measurement,measurement_datetime,7
MICROBIOLOGYEVEN,SPEC_ITEMID,measurement,measurement_source_value,7
MICROBIOLOGYEVEN,SPEC_TYPE_DESC,specimen,specimen_type_concept_id,7
MICROBIOLOGYEVEN,ORG_ITEMID,measurement,measurement_concept_id,7
MICROBIOLOGYEVEN,ORG_NAME,measurement,value_source_value,7
MICROBIOLOGYEVEN,ISOLATE_NUM,specimen,specimen_id,7
MICROBIOLOGYEVEN,AB_ITEMID,measurement,measurement_concept_id,7
MICROBIOLOGYEVEN,AB_NAME,measurement,measurement_concept_id,7
MICROBIOLOGYEVEN,DILUTION_TEXT,measurement,value_as_string,7
MICROBIOLOGYEVEN,DILUTION_COMPARISON,specimen,specimen_source_value,7
MICROBIOLOGYEVEN,DILUTION_VALUE,measurement,value_as_number,7
MICROBIOLOGYEVEN,INTERPRETATION,measurement,value_as_concept_id,7
NOTEEVENTS,SUBJECT_ID,note,person_id,7
NOTEEVENTS,HADM_ID,note,visit_occurrence_id,7
NOTEEVENTS,CHARTDATE,note,note_date,7
NOTEEVENTS,CHARTTIME,note,note_datetime,7
NOTEEVENTS,STORETIME,note,note_date,7
NOTEEVENTS,CATEGORY,note,note_class_concept_id,7
NOTEEVENTS,DESCRIPTION,note,note_text,7
NOTEEVENTS,CGID,note,provider_id,7
NOTEEVENTS,ISERROR,note,note_class_concept_id,7
NOTEEVENTS,TEXT,note,note_text,7
OUTPUTEVENTS,SUBJECT_ID,measurement,person_id,7
OUTPUTEVENTS,HADM_ID,visit_occurrence,visit_occurrence_id,7
OUTPUTEVENTS,ICUSTAY_ID,OUTPUTEVENTS,ICUSTAY_ID,7
OUTPUTEVENTS,CHARTTIME,visit_detail,visit_detail_start_datetime,7
OUTPUTEVENTS,ITEMID,measurement,measurement_concept_id,7
OUTPUTEVENTS,VALUE,measurement,value_as_number,7
OUTPUTEVENTS,VALUEUOM,measurement,unit_source_value,7
OUTPUTEVENTS,STORETIME,measurement,measurement_datetime,7
OUTPUTEVENTS,CGID,procedure_occurrence,provider_id,7
OUTPUTEVENTS,STOPPED,measurement,value_as_datetime,7
OUTPUTEVENTS,NEWBOTTLE,device_exposure,device_exposure_id,7
OUTPUTEVENTS,ISERROR,measurement,value_as_concept_id,7
PATIENTS,SUBJECT_ID,person,person_id,7
PATIENTS,GENDER,person,gender_concept_id,7
PATIENTS,DOB,person,birth_datetime,7
PATIENTS,DOD,death,death_date,7
PATIENTS,DOD_HOSP,death,death_date,7
PATIENTS,DOD_SSN,death,death_datetime,7
PATIENTS,EXPIRE_FLAG,person,death_type_concept_id,7
PRESCRIPTIONS,SUBJECT_ID,drug_exposure,person_id,7
PRESCRIPTIONS,HADM_ID,visit_occurrence,visit_occurrence_id,7
PRESCRIPTIONS,ICUSTAY_ID,visit_detail,visit_detail_id,7
PRESCRIPTIONS,STARTDATE,drug_exposure,drug_exposure_start_date,7
PRESCRIPTIONS,ENDDATE,drug_exposure,drug_exposure_end_date,7
PRESCRIPTIONS,DRUG_TYPE,drug_exposure,drug_type_concept_id,7
PRESCRIPTIONS,DRUG,drug_exposure,drug_concept_id,7
PRESCRIPTIONS,DRUG_NAME_POE,drug_exposure,drug_source_value,7
PRESCRIPTIONS,DRUG_NAME_GENERIC,drug_exposure,drug_concept_id,7
PRESCRIPTIONS,FORMULARY_DRUG_CD,drug_exposure,drug_source_value,7
PRESCRIPTIONS,GSN,drug_exposure,drug_source_value,7
PRESCRIPTIONS,NDC,drug_exposure,ndc,7
PRESCRIPTIONS,PROD_STRENGTH,drug_strength,strength,7
PRESCRIPTIONS,DOSE_VAL_RX,drug_exposure,dose_value,7
PRESCRIPTIONS,DOSE_UNIT_RX,drug_exposure,dose_unit_source_value,7
PRESCRIPTIONS,FORM_VAL_DISP,drug_exposure,dose_unit_source_value,7
PRESCRIPTIONS,FORM_UNIT_DISP,drug_exposure,quantity,7
PRESCRIPTIONS,ROUTE,drug_exposure,route_concept_id,7
PROCEDUREEVENTS_MV,SUBJECT_ID,procedure_occurrence,person_id,7
PROCEDUREEVENTS_MV,HADM_ID,procedure_occurrence,visit_occurrence_id,7
PROCEDUREEVENTS_MV,ICUSTAY_ID,visit_detail,visit_detail_id,7
PROCEDUREEVENTS_MV,STARTTIME,procedure_occurrence,procedure_datetime,7
PROCEDUREEVENTS_MV,ENDTIME,procedure_occurrence,procedure_end_datetime,7
PROCEDUREEVENTS_MV,ITEMID,procedure_occurrence,procedure_concept_id,7
PROCEDUREEVENTS_MV,VALUE,procedure_occurrence,value_as_number,7
PROCEDUREEVENTS_MV,VALUEUOM,measurement,unit_concept_id,7
PROCEDUREEVENTS_MV,LOCATION,procedure_occurrence,visit_detail_source_value,7
PROCEDUREEVENTS_MV,LOCATIONCATEGORY,procedure_occurrence,location_id,7
PROCEDUREEVENTS_MV,STORETIME,procedure_occurrence,procedure_datetime,7
PROCEDUREEVENTS_MV,CGID,procedure_occurrence,provider_id,7
PROCEDUREEVENTS_MV,ORDERID,procedure_occurrence,procedure_occurrence_id,7
PROCEDUREEVENTS_MV,LINKORDERID,procedure_occurrence,procedure_occurrence_id,7
PROCEDUREEVENTS_MV,ORDERCATEGORYNAME,procedure_occurrence,procedure_type_concept_id,7
PROCEDUREEVENTS_MV,SECONDARYORDERCATEGORYNAME,procedure_occurrence,procedure_type_concept_id,7
PROCEDUREEVENTS_MV,ORDERCATEGORYDESCRIPTION,procedure_occurrence,procedure_source_value,7
PROCEDUREEVENTS_MV,ISOPENBAG,procedure_occurrence,qualifier_source_value,7
PROCEDUREEVENTS_MV,CONTINUEINNEXTDEPT,procedure_occurrence,procedure_status_source_value,7
PROCEDUREEVENTS_MV,CANCELREASON,procedure_occurrence,procedure_status_source_value,7
PROCEDUREEVENTS_MV,STATUSDESCRIPTION,procedure_occurrence,procedure_status_source_value,7
PROCEDUREEVENTS_MV,COMMENTS_EDITEDBY,note,note_text,7
PROCEDUREEVENTS_MV,COMMENTS_CANCELEDBY,procedure_occurrence,modifier_source_value,7
PROCEDUREEVENTS_MV,COMMENTS_DATE,procedure_occurrence,procedure_date,7
PROCEDURES_ICD,SUBJECT_ID,person,person_id,7
PROCEDURES_ICD,HADM_ID,visit_occurrence,visit_occurrence_id,7
PROCEDURES_ICD,SEQ_NUM,procedure_occurrence,procedure_occurrence_id,7
PROCEDURES_ICD,ICD9_CODE,procedure_occurrence,procedure_source_value,7
SERVICES,SUBJECT_ID,visit_occurrence,person_id,7
SERVICES,HADM_ID,visit_occurrence,visit_occurrence_id,7
SERVICES,TRANSFERTIME,services,transfertime,7
SERVICES,PREV_SERVICE,care_site,place_of_service_concept_id,7
SERVICES,CURR_SERVICE,care_site,care_site_source_value,7
TRANSFERS,SUBJECT_ID,person,person_id,7
TRANSFERS,HADM_ID,visit_detail,visit_occurrence_id,7
TRANSFERS,ICUSTAY_ID,visit_detail,visit_detail_id,7
TRANSFERS,DBSOURCE,visit_occurrence,admitting_source_concept_id,7
TRANSFERS,EVENTTYPE,visit_detail,visit_detail_concept_id,7
TRANSFERS,PREV_CAREUNIT,care_site,care_site_name,7
